Filename,Material,Thickness,Energy,Displacements,Energydeposit
cdteneutron-1400-980-96,cdteneutron,1400,980,7582.146674843127,50393.51395022011
cdte-1900-830-96,cdte,1900,830,220428.77849464153,950552.8084756216
si-610-930-96,si,610,930,1697193.7120813956,1581616.4173953524
si-378-980-96,si,378,980,1894248.2967497285,1834529.7899174627
cdte-1300-280-96,cdte,1300,280,20378.46354647902,1254637.401096379
si-842-230-96,si,842,230,2702.5324378087926,1442973.4293804544
cdte-1700-180-96,cdte,1700,180,3435.7354789257324,1860889.7321912
cdte-2000-230-96,cdte,2000,230,13344.013903004634,1430920.4437311145
si-726-280-96,si,726,280,4122.197134854398,1970908.8314371058
si-552-580-96,si,552,580,2171908.4736546655,1702248.8860632698
cdteneutron-1900-1230-96,cdteneutron,1900,1230,9204.033054641559,51853.80626803186
cdte-1400-580-96,cdte,1400,580,29423.833854843127,1108205.975733543
si-668-1330-96,si,668,1330,1601695.462908125,1604625.081358759
cdte-1000-830-96,cdte,1000,830,173792.28912239778,1063558.372745704
si-668-130-96,si,668,130,1351.043808125087,1652871.8695456749
cdte-1200-230-96,cdte,1200,230,11057.09498861976,1502486.6110241397
si-900-1330-96,si,900,1330,1405955.3976645397,1404970.0839206686
si-900-1130-96,si,900,1130,1445002.7050645396,1398207.149454911
cdteneutron-1300-630-96,cdteneutron,1300,630,7131.585226479019,23777.589447973016
si-668-630-96,si,668,630,1954505.059508125,1531663.1073677586
cdteneutron-1800-380-96,cdteneutron,1800,380,9571.82732627769,32270.995415591686
si-494-580-96,si,494,580,2154755.1302031884,1739481.9777308253
cdte-1100-130-96,cdte,1100,130,2223.7054307606218,1443801.0143307555
cdteneutron-1200-380-96,cdteneutron,1200,380,8480.04542861976,29437.315534753656
cdte-1300-830-96,cdte,1300,830,176908.29344647902,1005903.3343114895
si-842-330-96,si,842,330,364472.8508378088,1946923.92042137
cdteneutron-1200-1230-96,cdteneutron,1200,1230,7143.95171861976,47059.94165847813
si-610-430-96,si,610,430,235615.89408139538,1737365.5150033275
cdte-1800-1180-96,cdte,1800,1180,1768001.3196262778,901952.6635170187
cdte-1800-530-96,cdte,1800,530,30196.418386277688,1129821.6709886075
si-784-780-96,si,784,780,1619481.4413110793,1445171.99187214
si-320-680-96,si,320,680,2028712.8618982516,1955278.104397401
si-552-780-96,si,552,780,1847806.890654666,1651464.2832517247
cdteneutron-1600-780-96,cdteneutron,1600,780,8329.53625055867,48007.83631123977
cdteneutron-1100-430-96,cdteneutron,1100,430,12601.79409076062,20567.684046909024
cdte-1600-580-96,cdte,1600,580,30584.10957055867,1091618.0710186386
cdte-1000-1230-96,cdte,1000,1230,1838867.077522398,1058494.5624340968
cdteneutron-1700-680-96,cdteneutron,1700,680,8475.531778925733,49560.31819045659
si-610-730-96,si,610,730,1858717.7565813952,1589341.011152822
si-552-630-96,si,552,630,2023999.7219546654,1666485.4749262708
cdteneutron-1300-680-96,cdteneutron,1300,680,7112.485366479019,38612.00052639934
cdte-1800-1230-96,cdte,1800,1230,1502156.6566262774,901204.8070239918
cdte-1500-1080-96,cdte,1500,1080,2291618.7549621956,948886.5611504356
cdteneutron-1700-880-96,cdteneutron,1700,880,8355.832398925733,57498.87223620359
cdteneutron-1900-1280-96,cdteneutron,1900,1280,9204.033054641559,51854.952391030565
cdte-1300-1080-96,cdte,1300,1080,2363028.309646479,987509.9273478971
cdte-1800-880-96,cdte,1800,880,2082300.7803862775,946526.6404509976
cdteneutron-1900-530-96,cdteneutron,1900,530,14954.288274641558,59083.13837285416
cdteneutron-2000-830-96,cdteneutron,2000,830,9372.361983004634,38179.40950356693
cdteneutron-1300-1230-96,cdteneutron,1300,1230,7355.129926479019,38142.86529973801
cdte-1400-680-96,cdte,1400,680,30044.58435484313,1042031.7931927411
cdteneutron-1700-1230-96,cdteneutron,1700,1230,8846.515888925735,42872.059302023335
cdteneutron-1300-430-96,cdteneutron,1300,430,12764.521956479019,27890.355715556816
cdte-1900-530-96,cdte,1900,530,32324.625694641552,1132512.8498276218
cdte-1100-230-96,cdte,1100,230,12330.01443076062,1511869.8274072406
cdte-1000-580-96,cdte,1000,580,25965.546422397798,1150319.5706961278
si-900-680-96,si,900,680,1690627.3901645392,1394482.0441875788
cdteneutron-1100-630-96,cdteneutron,1100,630,6990.81522076062,23923.86169092362
si-900-330-96,si,900,330,398806.57576453924,1927945.2596403398
cdte-1500-780-96,cdte,1500,780,30048.191562195567,995690.0353953106
cdteneutron-1400-1230-96,cdteneutron,1400,1230,7479.657114843127,37806.68459357773
cdte-2000-630-96,cdte,2000,630,29114.132603004637,1042632.4458495446
cdte-1200-380-96,cdte,1200,380,29338.21718861976,1249967.7670126297
cdteneutron-1400-1130-96,cdteneutron,1400,1130,7440.241344843127,45580.04870292932
si-726-580-96,si,726,580,2076974.4450348546,1515065.4810968528
cdteneutron-1500-730-96,cdteneutron,1500,730,7758.2523121955655,60714.24216715197
si-320-830-96,si,320,830,1976248.1922982517,1915765.1870165982
cdteneutron-1600-330-96,cdteneutron,1600,330,8157.614940558671,21442.69794239067
si-320-330-96,si,320,330,158621.89739825163,2120955.107427539
cdte-1000-980-96,cdte,1000,980,2281062.3699223977,1053177.7623913577
cdteneutron-1900-1180-96,cdteneutron,1900,1180,8754.319294641555,46821.94289213955
si-436-80-96,si,436,80,882.3921764587591,12424.494743158757
cdteneutron-1100-280-96,cdteneutron,1100,280,6958.15427076062,11901.174052891221
cdte-1800-330-96,cdte,1800,330,26167.96228627769,1196695.4204201878
cdte-1200-430-96,cdte,1200,430,28590.85858861976,1232737.1684426696
si-726-630-96,si,726,630,1917705.4659348545,1486995.2121633603
si-494-630-96,si,494,630,2033223.0201031885,1742999.0072837274
cdteneutron-1200-130-96,cdteneutron,1200,130,7301.94131861976,9150.10845982976
si-436-1280-96,si,436,1280,1833741.6239764588,1831166.931598328
cdteneutron-1900-130-96,cdteneutron,1900,130,8971.381084641556,15767.129304808555
cdte-1200-330-96,cdte,1200,330,26284.964888619754,1223576.1788662197
cdte-1100-1180-96,cdte,1100,1180,2096370.0107307604,1026267.0918803145
cdte-1900-930-96,cdte,1900,930,2210154.831594642,925708.2139808707
cdteneutron-1100-780-96,cdteneutron,1100,780,6900.677390760621,61170.439326958316
cdte-1100-830-96,cdte,1100,830,168549.63773076065,1036917.2303949486
cdteneutron-1100-230-96,cdteneutron,1100,230,6880.878990760622,8247.598738260622
si-610-30-96,si,610,30,1233.880881395333,132205.88088139537
cdteneutron-1400-280-96,cdteneutron,1400,280,10276.560384843127,16416.461627461125
cdte-1500-480-96,cdte,1500,480,29371.422162195573,1184269.4626565357
cdteneutron-1000-980-96,cdteneutron,1000,980,6594.374602397799,61937.23541846005
si-552-1230-96,si,552,1230,1718268.485754665,1687096.716637826
cdte-1800-980-96,cdte,1800,980,2153901.920786278,923495.5308675718
cdte-1500-330-96,cdte,1500,330,25706.12466219557,1214191.3076034053
cdte-1600-1330-96,cdte,1600,1330,1241226.7432205586,931466.9589653976
cdte-1700-430-96,cdte,1700,430,31810.828078925733,1214426.3472090154
cdte-1400-380-96,cdte,1400,380,30835.63875484313,1236973.9748025832
si-436-1180-96,si,436,1180,1809759.5899764586,1787940.6958486375
cdte-1300-680-96,cdte,1300,680,27738.71924647902,1055614.671199243
cdteneutron-1700-580-96,cdteneutron,1700,580,8354.388108925734,44961.52263273744
si-494-330-96,si,494,330,208273.5167031883,2118564.640725766
si-668-1030-96,si,668,1030,1632290.015808125,1553977.898090545
cdteneutron-1200-1280-96,cdteneutron,1200,1280,7143.95171861976,47060.73287882251
cdte-1900-1080-96,cdte,1900,1080,2178030.933494642,905935.8859274794
cdteneutron-1500-130-96,cdteneutron,1500,130,7868.819932195565,9727.304701595565
cdteneutron-1100-1330-96,cdteneutron,1100,1330,6829.123020760621,42052.29438283732
cdte-1800-630-96,cdte,1800,630,30807.446686277694,1052258.1995322746
cdte-1300-230-96,cdte,1300,230,15836.717146479019,1498671.4809513192
si-494-930-96,si,494,930,1805879.9199031885,1692846.1222064875
cdteneutron-1400-580-96,cdteneutron,1400,580,7291.716464843126,36079.41283529663
si-726-80-96,si,726,80,1468.2067348543985,14751.9806362244
si-552-430-96,si,552,430,201086.12935466546,1801887.1654077766
si-726-330-96,si,726,330,237041.36643485434,2007589.6343877201
cdteneutron-1700-80-96,cdteneutron,1700,80,11960.506948925733,17012.18930618773
cdte-1100-1230-96,cdte,1100,1230,1793687.9586307607,1029828.7075800035
si-842-530-96,si,842,530,2228588.2490378087,1454262.2139488414
cdteneutron-1200-80-96,cdteneutron,1200,80,6951.207028619759,8696.53670673976
cdte-2000-80-96,cdte,2000,80,4041.750503004634,880875.8589637645
cdteneutron-1200-1180-96,cdteneutron,1200,1180,7124.15346861976,43655.83131724906
si-494-730-96,si,494,730,1955353.1040031887,1715244.616343192
cdteneutron-1800-80-96,cdteneutron,1800,80,11858.10673627769,22698.06485019869
cdteneutron-1300-1330-96,cdteneutron,1300,1330,7633.401156479019,38922.71797558172
cdteneutron-1100-980-96,cdteneutron,1100,980,6812.625180760622,61037.98432730712
si-494-830-96,si,494,830,1807991.8537031882,1691712.1839484428
si-378-780-96,si,378,780,1964269.465449729,1836422.700158797
si-900-480-96,si,900,480,939040.9910645393,1467460.9418308556
si-900-1080-96,si,900,1080,1453520.0923645394,1388833.1477494694
si-726-1130-96,si,726,1130,1561554.3840348541,1500729.375850597
si-668-730-96,si,668,730,1805252.6250081253,1541779.6126629906
cdteneutron-1600-880-96,cdteneutron,1600,880,8049.35615055867,48466.62604708687
cdteneutron-1300-980-96,cdteneutron,1300,980,7315.174886479017,40259.52967219202
cdte-1600-80-96,cdte,1600,80,3233.7303705586687,888615.705613679
cdte-1600-230-96,cdte,1600,230,14151.899370558669,1468527.6953785785
si-668-980-96,si,668,980,1645503.908608125,1559059.4067593857
cdte-1300-1180-96,cdte,1300,1180,1987515.0203464793,982062.4593610683
si-784-980-96,si,784,980,1526032.1717110788,1443832.2576129283
si-842-1180-96,si,842,1180,1475643.4597378084,1428463.0955633102
si-784-1280-96,si,784,1280,1508346.131111079,1495700.9122207207
cdte-1100-1080-96,cdte,1100,1080,2389969.417930761,1031276.9709503216
cdteneutron-1700-1280-96,cdteneutron,1700,1280,8846.515888925735,42872.96350414544
si-436-130-96,si,436,130,882.3921764587591,1391898.369631878
cdteneutron-1300-380-96,cdteneutron,1300,380,8314.330146479018,32239.641882547006
cdteneutron-1700-280-96,cdteneutron,1700,280,10968.623158925731,18225.45820689273
si-900-430-96,si,900,430,358410.5591645392,1536300.2110724384
si-320-930-96,si,320,930,1921639.5156982513,1884896.669196788
si-436-280-96,si,436,280,2022.9087764587591,1789941.3682827149
cdte-2000-1230-96,cdte,2000,1230,1438509.8613930047,883645.9794424647
si-494-430-96,si,494,430,202417.8467031883,1835682.2347259764
cdteneutron-1700-1080-96,cdteneutron,1700,1080,8629.435298925733,44196.795901600635
cdteneutron-1200-1130-96,cdteneutron,1200,1130,7182.68266861976,51312.65849813056
cdte-1200-1030-96,cdte,1200,1030,2265999.0066886195,1004410.2395618287
cdte-1900-880-96,cdte,1900,880,2055706.0653946414,937594.6206500415
cdte-1600-730-96,cdte,1600,730,29191.088770558672,1009850.4583069085
cdteneutron-1000-1030-96,cdteneutron,1000,1030,6404.822622397799,59068.855268538005
si-900-880-96,si,900,880,1504421.2332645392,1381597.2115773426
cdteneutron-1800-1130-96,cdteneutron,1800,1130,8735.16494627769,55296.802213972784
cdteneutron-1600-80-96,cdteneutron,1600,80,16472.87989055867,18334.59704393497
cdteneutron-1900-1330-96,cdteneutron,1900,1330,9279.892454641556,52528.75559652706
cdteneutron-1300-1130-96,cdteneutron,1300,1130,7531.150606479018,41064.40958049583
cdteneutron-1500-330-96,cdteneutron,1500,330,7849.350572195566,20982.75719277857
cdte-1000-430-96,cdte,1000,430,30512.7597223978,1262437.211196198
si-784-380-96,si,784,380,382405.78211107897,1732912.161711795
cdteneutron-1700-1130-96,cdteneutron,1700,1130,8698.835938925735,48666.9420002258
si-668-530-96,si,668,530,2136889.2032081257,1593694.2110298686
si-842-630-96,si,842,630,1863853.4007378086,1424664.7849253935
cdteneutron-1500-580-96,cdteneutron,1500,580,7607.221882195565,36160.15861221866
cdteneutron-1500-1030-96,cdteneutron,1500,1030,7769.893902195566,45763.422506851566
cdteneutron-1000-430-96,cdteneutron,1000,430,12375.557612397797,22562.533100839803
si-900-1280-96,si,900,1280,1418710.7429645392,1398461.5258768548
cdte-1000-80-96,cdte,1000,80,2021.700322397799,857444.8826216279
cdteneutron-1300-830-96,cdteneutron,1300,830,7099.099416479017,45544.070952355716
cdte-1600-1280-96,cdte,1600,1280,1370151.2217105587,929100.4500534787
cdte-1200-630-96,cdte,1200,630,31736.97508861976,1086801.754801962
si-610-480-96,si,610,480,830796.0275813952,1672400.6164120948
cdteneutron-1300-730-96,cdteneutron,1300,730,7018.421956479018,57281.78640179401
cdteneutron-2000-1330-96,cdteneutron,2000,1330,9353.007713004636,50809.890491018734
cdteneutron-1800-1080-96,cdteneutron,1800,1080,8859.728236277688,52767.0830773966
cdte-1300-880-96,cdte,1300,880,1947795.317846479,1004192.2123703732
cdteneutron-1300-30-96,cdteneutron,1300,30,6967.750316479019,9920.623549332018
cdteneutron-1400-530-96,cdteneutron,1400,530,13475.401694843125,42166.444168681424
cdte-1900-230-96,cdte,1900,230,12774.987794641556,1443233.9324767515
cdte-1700-80-96,cdte,1700,80,3435.7354789257324,900560.3419280809
si-320-630-96,si,320,630,2040779.1899982516,1916842.3446523608
cdte-1200-130-96,cdte,1200,130,2425.7103886197597,1474156.0441871304
cdteneutron-1100-80-96,cdteneutron,1100,80,6663.848900760621,8537.520396060621
cdte-1700-1030-96,cdte,1700,1030,2206833.8699789257,926908.0205044257
cdte-1100-1030-96,cdte,1100,1030,2241030.8252307605,1029634.1649094147
cdte-2000-1080-96,cdte,2000,1080,2172381.5352030043,898859.0673769045
cdteneutron-1000-880-96,cdteneutron,1000,880,6604.912272397799,62235.08583081081
si-900-780-96,si,900,780,1505635.8050645392,1376624.3974375867
cdte-1700-480-96,cdte,1700,480,30091.63027892573,1175166.4690842659
si-784-830-96,si,784,830,1581557.059811079,1444459.1456083334
cdteneutron-1200-930-96,cdteneutron,1200,930,7390.39760861976,43663.356957364755
si-842-680-96,si,842,680,1709932.005937809,1427170.5610438269
cdteneutron-2000-180-96,cdteneutron,2000,180,12917.448763004631,19465.182253142633
si-668-330-96,si,668,330,232656.14090812512,2045960.6068067674
si-668-380-96,si,668,380,379656.9033081251,1805597.3968586505
cdte-1200-180-96,cdte,1200,180,2425.7103886197597,1945881.5635962314
si-436-1130-96,si,436,1130,1815694.1653764588,1780936.0052698767
cdte-1900-680-96,cdte,1900,680,30039.81929464156,1014075.0494090015
cdte-1600-630-96,cdte,1600,630,30037.301770558664,1057631.6176403584
cdteneutron-1700-30-96,cdteneutron,1700,30,10100.151688925733,14540.305019558731
cdte-1600-530-96,cdte,1600,530,29164.730670558667,1134795.1033277186
si-842-430-96,si,842,430,341858.57393780875,1576962.7946083106
cdteneutron-1000-1080-96,cdteneutron,1000,1080,6431.157292397799,38420.36219420479
cdte-1100-80-96,cdte,1100,80,2223.7054307606218,871679.1262553507
cdteneutron-1200-680-96,cdteneutron,1200,680,7347.665778619761,38052.41959639876
si-494-680-96,si,494,680,1979348.496103188,1720199.408177808
si-378-430-96,si,378,430,195029.88404972886,1969868.0536056273
cdte-1800-580-96,cdte,1800,580,32436.73948627769,1083512.7112320478
cdte-1900-630-96,cdte,1900,630,28889.63179464156,1046699.8696886714
cdteneutron-2000-280-96,cdteneutron,2000,280,11786.365403004635,21944.33136656763
cdteneutron-1700-930-96,cdteneutron,1700,930,8642.770078925732,49963.45371597252
cdte-1200-1080-96,cdte,1200,1080,2387052.5348886196,1004811.434314205
cdte-1100-580-96,cdte,1100,580,28118.481430760625,1136254.0834522587
cdte-1300-480-96,cdte,1300,480,30242.36394647902,1190645.6640552694
si-668-780-96,si,668,780,1713470.301908125,1529092.7897885581
cdte-2000-1130-96,cdte,2000,1130,2009190.1408030046,890959.1741025017
cdte-1500-1180-96,cdte,1500,1180,1902273.2868021955,944478.0256256316
si-552-930-96,si,552,930,1758448.5679546655,1625122.589014214
cdteneutron-1900-680-96,cdteneutron,1900,680,8995.720924641557,38041.22821628955
cdteneutron-1800-480-96,cdteneutron,1800,480,14346.488496277689,50534.259487768795
si-900-230-96,si,900,230,3204.2047645391895,1432382.6501790304
cdte-1300-1330-96,cdte,1300,1330,1357201.6934664792,981639.581620552
si-900-280-96,si,900,280,3742.3717645391894,2011460.8077991777
cdteneutron-2000-530-96,cdteneutron,2000,530,15264.889813004635,80628.85800808093
cdteneutron-1800-780-96,cdteneutron,1800,780,8867.448486277688,48905.5080397967
cdteneutron-1000-1230-96,cdteneutron,1000,1230,6534.412702397801,43348.42430074501
cdte-1400-930-96,cdte,1400,930,2320445.261254843,976564.7699471932
cdteneutron-1800-530-96,cdteneutron,1800,530,14752.618226277691,59503.89935484579
cdte-1200-80-96,cdte,1200,80,2425.7103886197597,883024.9006505099
cdte-1500-730-96,cdte,1500,730,29948.874162195563,1012560.2955143655
cdteneutron-1600-130-96,cdteneutron,1600,130,7975.986090558669,9513.06335430867
cdte-1700-880-96,cdte,1700,880,2072846.1709789257,954095.8821628377
cdte-2000-130-96,cdte,2000,130,4041.750503004634,1533171.242767431
cdteneutron-1900-580-96,cdteneutron,1900,580,8893.562204641557,52858.33640029757
cdteneutron-1200-180-96,cdteneutron,1200,180,7304.3287186197595,9106.36047461976
si-668-930-96,si,668,930,1647394.8083081252,1539644.4267334752
cdteneutron-1600-530-96,cdteneutron,1600,530,14631.09260055867,56851.688166570675
cdte-1500-280-96,cdte,1500,280,23943.970462195568,1243974.5840781955
si-726-1030-96,si,726,1030,1566634.3946348543,1501243.2876513507
si-610-580-96,si,610,580,2151356.3127813954,1644159.0754052834
cdte-1700-130-96,cdte,1700,130,3435.7354789257324,1500188.246695916
cdteneutron-2000-80-96,cdteneutron,2000,80,12097.493923004633,22666.751302301636
cdteneutron-1100-580-96,cdteneutron,1100,580,7091.29847076062,25334.199733063622
cdteneutron-1300-1180-96,cdteneutron,1300,1180,7250.486006479017,32059.00981879902
cdte-1100-180-96,cdte,1100,180,2223.7054307606218,1964154.9971551094
si-900-530-96,si,900,530,2225029.3480645386,1438231.7598317794
si-610-880-96,si,610,880,1736213.033481395,1581438.8872273327
si-494-1180-96,si,494,1180,1730592.5021031885,1729855.0300100113
cdte-1600-1180-96,cdte,1600,1180,1837682.8931705588,928600.9538015262
cdteneutron-1700-1180-96,cdteneutron,1700,1180,8577.649908925734,39893.169684645734
si-552-480-96,si,552,480,763979.5450546653,1708205.1344400104
cdteneutron-1000-1130-96,cdteneutron,1000,1130,6522.0316623978,38505.69971852929
cdteneutron-2000-980-96,cdteneutron,2000,980,9353.422603004636,67103.63813209694
cdte-1300-430-96,cdte,1300,430,29039.749046479017,1230066.100475629
si-320-780-96,si,320,780,1985627.0114982517,1920944.289522911
cdteneutron-1400-480-96,cdteneutron,1400,480,13010.655254843125,36662.258302594826
si-842-1280-96,si,842,1280,1481686.417237809,1459724.4837637057
cdteneutron-1700-980-96,cdteneutron,1700,980,8514.132768925732,45804.34440089173
si-842-80-96,si,842,80,1702.5324378087923,17416.056719848795
cdteneutron-1700-130-96,cdteneutron,1700,130,8381.408048925732,14988.622405747732
si-900-730-96,si,900,730,1616447.5079645393,1386799.8658540156
cdteneutron-1100-330-96,cdteneutron,1100,330,6896.325760760622,16860.662976750624
si-494-1030-96,si,494,1030,1740735.4319031881,1676925.658891695
cdteneutron-1200-1330-96,cdteneutron,1200,1330,7125.251518619761,47372.35379663177
si-320-530-96,si,320,530,1695034.4880982516,1979327.4292415848
cdteneutron-1200-480-96,cdteneutron,1200,480,12991.23445861976,29065.088965306757
cdte-1500-1280-96,cdte,1500,1280,1403189.3413521955,944957.2301433756
cdteneutron-1300-80-96,cdteneutron,1300,80,7051.534186479018,8954.865222049017
cdte-1000-1030-96,cdte,1000,1030,2252897.2370223976,1058304.8909619856
si-784-130-96,si,784,130,1585.3695110789583,1708764.1573618122
cdteneutron-1400-80-96,cdteneutron,1400,80,9444.463094843128,11340.935687221527
si-784-1030-96,si,784,1030,1516988.9477110787,1433511.780408142
cdteneutron-1000-780-96,cdteneutron,1000,780,6656.292662397798,56354.444155818295
si-436-380-96,si,436,380,336585.4912764587,1987677.7628916695
cdteneutron-1200-830-96,cdteneutron,1200,830,7134.734468619759,42588.11601461777
si-668-1230-96,si,668,1230,1579443.757808125,1545801.7997778119
cdteneutron-1800-1280-96,cdteneutron,1800,1280,8961.96633627769,52076.1610990303
cdte-1800-1030-96,cdte,1800,1030,2150039.815386278,917265.4895961778
cdte-1500-880-96,cdte,1500,880,2039869.7247621955,976647.5077047258
cdte-2000-330-96,cdte,2000,330,27111.19600300464,1191655.8111604047
si-436-480-96,si,436,480,638462.4360764588,1832572.425843291
cdte-1000-780-96,cdte,1000,780,29051.757222397802,1067461.4304762566
cdteneutron-2000-230-96,cdteneutron,2000,230,8974.467963004634,11996.749473184635
si-726-830-96,si,726,830,1647586.2885348543,1501178.4083208186
cdte-1600-880-96,cdte,1600,880,2051146.371170559,962408.0474322637
cdte-1900-130-96,cdte,1900,130,3839.745394641557,1528929.5893684481
si-436-930-96,si,436,930,1898034.1733764587,1771392.1472476362
cdteneutron-1700-730-96,cdteneutron,1700,730,8506.271378925732,67910.20744644263
si-552-980-96,si,552,980,1760067.2250546652,1663861.8441883933
si-610-830-96,si,610,830,1737645.6130813956,1566863.3288731049
cdteneutron-1600-30-96,cdteneutron,1600,30,9823.87155055867,12147.458711246669
cdteneutron-1000-1280-96,cdteneutron,1000,1280,6534.412702397801,43349.175004547
si-552-330-96,si,552,330,233508.8390546655,2079926.8313064673
cdteneutron-1300-230-96,cdteneutron,1300,230,7168.108976479018,8516.893367479019
si-726-1330-96,si,726,1330,1555324.4222348544,1551445.3443960792
